

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,3:40:04 PM,3422.55,3890.71,0.06,0.03,0.04,0.03,
5/31/2018,3:40:05 PM,3503.45,3509.96,0.04,0.03,0.11,0.02,
5/31/2018,3:40:06 PM,3092.74,3352.84,0.09,0.02,0.06,0.02,
5/31/2018,3:40:07 PM,3167.71,3711.93,0.10,0.02,0.11,0.03,
5/31/2018,3:40:08 PM,3308.72,3911.92,0.04,0.02,0.04,0.04,
5/31/2018,3:40:09 PM,3671.35,3816.32,0.03,0.04,0.04,0.03,
5/31/2018,3:40:10 PM,3481.23,3867.77,0.03,0.03,0.04,0.03,
5/31/2018,3:40:11 PM,3783.81,3855.34,0.02,0.03,0.08,0.03,
5/31/2018,3:40:12 PM,3515.07,3601.07,0.04,0.03,0.07,0.02,
5/31/2018,3:40:13 PM,3600.76,3691.32,0.03,0.03,0.12,0.03,
5/31/2018,3:40:14 PM,3518.60,3648.57,0.05,0.03,0.11,0.02,
5/31/2018,3:40:15 PM,3353.28,3604.40,0.07,0.03,0.11,0.03,
5/31/2018,3:40:16 PM,3390.01,3423.67,0.04,0.02,0.22,0.02,
5/31/2018,3:40:17 PM,3511.42,3375.95,0.05,0.03,0.19,0.02,
5/31/2018,3:40:18 PM,3352.63,3717.76,0.05,0.02,0.06,0.02,
5/31/2018,3:40:19 PM,3384.44,3404.77,0.05,0.03,0.13,0.02,
5/31/2018,3:40:20 PM,3380.13,3538.72,0.05,0.03,0.16,0.02,
5/31/2018,3:40:21 PM,3421.98,3815.53,0.04,0.03,0.05,0.02,
5/31/2018,3:40:22 PM,3404.54,3592.07,0.05,0.03,0.19,0.02,
5/31/2018,3:40:23 PM,3438.08,3428.12,0.04,0.02,0.11,0.03,
5/31/2018,3:40:24 PM,2906.22,3760.70,0.05,0.02,0.07,0.03,
5/31/2018,3:40:25 PM,3618.48,3880.77,0.03,0.03,0.04,0.04,
5/31/2018,3:40:26 PM,3036.26,3557.57,0.04,0.02,0.23,0.02,
5/31/2018,3:40:27 PM,3558.00,3426.80,0.04,0.03,0.13,0.02,
5/31/2018,3:40:28 PM,3529.86,3945.59,0.04,0.03,0.04,0.04,
5/31/2018,3:40:29 PM,3517.24,3767.79,0.04,0.03,0.11,0.03,
5/31/2018,3:40:30 PM,3224.21,3497.50,0.10,0.02,0.05,0.02,
5/31/2018,3:40:31 PM,3209.87,3750.36,0.09,0.02,0.08,0.03,
5/31/2018,3:40:32 PM,3339.42,3671.31,0.07,0.03,0.09,0.03,
5/31/2018,3:40:33 PM,3475.02,3610.87,0.04,0.03,0.10,0.03,
5/31/2018,3:40:34 PM,3476.48,3648.46,0.03,0.02,0.10,0.02,
5/31/2018,3:40:35 PM,3066.24,3764.77,0.05,0.03,0.06,0.04,
5/31/2018,3:40:36 PM,3321.68,3598.69,0.06,0.02,0.12,0.03,
5/31/2018,3:40:37 PM,3428.46,3265.90,0.05,0.03,0.09,0.02,
5/31/2018,3:40:38 PM,3439.64,3830.98,0.05,0.03,0.06,0.03,
5/31/2018,3:40:39 PM,3794.76,3804.96,0.02,0.04,0.07,0.03,
5/31/2018,3:40:40 PM,4086.66,3566.27,0.02,0.03,0.11,0.03,
5/31/2018,3:40:41 PM,3278.34,3772.12,0.06,0.02,0.04,0.03,
5/31/2018,3:40:42 PM,3589.63,3640.99,0.03,0.03,0.07,0.03,
5/31/2018,3:40:43 PM,3776.23,3553.53,0.03,0.04,0.08,0.04,
5/31/2018,3:40:44 PM,3233.32,3656.01,0.06,0.02,0.05,0.03,
5/31/2018,3:40:45 PM,3542.54,3858.56,0.04,0.03,0.06,0.03,
5/31/2018,3:40:46 PM,3159.41,3490.95,0.10,0.02,0.25,0.02,
5/31/2018,3:40:47 PM,3230.71,3673.79,0.03,0.03,0.07,0.03,
5/31/2018,3:40:48 PM,3564.31,3931.81,0.04,0.03,0.04,0.03,
5/31/2018,3:40:49 PM,3129.83,3746.91,0.08,0.02,0.06,0.03,
5/31/2018,3:40:51 PM,3306.21,3714.17,0.04,0.02,0.06,0.03,
5/31/2018,3:40:52 PM,3592.98,3985.03,0.04,0.02,0.04,0.04,
5/31/2018,3:40:53 PM,3515.58,3542.70,0.04,0.02,0.33,0.02,
5/31/2018,3:40:54 PM,3553.12,3514.99,0.03,0.03,0.14,0.02,
5/31/2018,3:40:55 PM,3307.64,3793.06,0.05,0.03,0.04,0.03,
5/31/2018,3:40:56 PM,3635.15,3584.46,0.02,0.03,0.06,0.03,
5/31/2018,3:40:57 PM,3647.15,3480.68,0.04,0.03,0.12,0.02,
5/31/2018,3:40:58 PM,3602.87,3861.94,0.03,0.03,0.04,0.04,
5/31/2018,3:40:59 PM,3806.35,3566.50,0.03,0.03,0.05,0.03,
5/31/2018,3:41:00 PM,3575.55,3600.71,0.02,0.04,0.17,0.03,
5/31/2018,3:41:01 PM,3516.58,3409.77,0.05,0.03,0.40,0.02,
5/31/2018,3:41:02 PM,3944.29,3990.46,0.02,0.04,0.03,0.04,
5/31/2018,3:41:03 PM,3390.96,3453.68,0.05,0.03,0.14,0.02,
5/31/2018,3:41:04 PM,3909.63,3750.81,0.02,0.03,0.11,0.03,
5/31/2018,3:41:05 PM,3169.30,3288.47,0.04,0.03,0.10,0.01,
5/31/2018,3:41:06 PM,3497.36,3680.42,0.04,0.03,0.10,0.02,
5/31/2018,3:41:07 PM,3735.49,3587.49,0.02,0.03,0.10,0.02,
5/31/2018,3:41:08 PM,3053.07,3504.06,0.05,0.02,0.16,0.02,
5/31/2018,3:41:09 PM,3691.03,3354.59,0.03,0.03,0.17,0.02,
5/31/2018,3:41:10 PM,3204.38,3583.04,0.11,0.02,0.07,0.03,
5/31/2018,3:41:11 PM,3599.12,3610.37,0.04,0.03,0.14,0.02,
5/31/2018,3:41:12 PM,3588.04,3869.88,0.03,0.03,0.07,0.04,
5/31/2018,3:41:13 PM,3070.52,3640.93,0.04,0.03,0.12,0.03,
5/31/2018,3:41:14 PM,3141.28,3482.43,0.10,0.02,0.12,0.02,
5/31/2018,3:41:15 PM,3580.44,3694.25,0.03,0.03,0.07,0.02,
5/31/2018,3:41:16 PM,3369.20,3444.44,0.06,0.03,0.23,0.02,
5/31/2018,3:41:17 PM,3660.04,3466.49,0.03,0.03,0.21,0.02,
5/31/2018,3:41:18 PM,3255.36,3630.51,0.08,0.02,0.12,0.03,
5/31/2018,3:41:19 PM,3546.96,3837.55,0.03,0.03,0.05,0.04,
5/31/2018,3:41:20 PM,3084.28,3396.24,0.05,0.03,0.19,0.02,
5/31/2018,3:41:21 PM,3747.34,3690.58,0.02,0.04,0.10,0.03,
5/31/2018,3:41:22 PM,3353.29,3841.90,0.05,0.03,0.05,0.04,
5/31/2018,3:41:23 PM,2947.98,3789.77,0.13,0.02,0.07,0.03,
5/31/2018,3:41:24 PM,3717.94,3651.23,0.03,0.04,0.07,0.02,
5/31/2018,3:41:25 PM,3229.64,3608.22,0.08,0.02,0.09,0.03,
5/31/2018,3:41:26 PM,3306.13,3476.79,0.09,0.02,0.28,0.03,
5/31/2018,3:41:27 PM,3381.48,3750.17,0.05,0.02,0.13,0.03,
5/31/2018,3:41:28 PM,3383.14,4018.63,0.04,0.02,0.03,0.05,
5/31/2018,3:41:29 PM,3269.14,3761.27,0.06,0.02,0.10,0.03,
5/31/2018,3:41:30 PM,3379.89,3508.51,0.06,0.02,0.27,0.03,
5/31/2018,3:41:31 PM,3370.11,3930.87,0.08,0.03,0.06,0.04,
5/31/2018,3:41:32 PM,3516.34,3439.52,0.03,0.03,0.16,0.02,
5/31/2018,3:41:33 PM,3356.67,3550.96,0.05,0.03,0.09,0.03,
5/31/2018,3:41:34 PM,3245.18,3809.73,0.09,0.02,0.05,0.04,
5/31/2018,3:41:35 PM,3567.13,3910.85,0.03,0.04,0.04,0.04,
5/31/2018,3:41:36 PM,3835.46,3457.60,0.02,0.04,0.18,0.02,
5/31/2018,3:41:37 PM,3569.14,3627.48,0.03,0.04,0.10,0.03,
5/31/2018,3:41:38 PM,3365.50,3382.90,0.04,0.03,0.08,0.02,
5/31/2018,3:41:39 PM,3129.78,3668.49,0.07,0.02,0.07,0.02,
5/31/2018,3:41:40 PM,3798.57,3696.17,0.02,0.03,0.05,0.04,
5/31/2018,3:41:41 PM,3441.52,3946.30,0.06,0.02,0.04,0.03,
5/31/2018,3:41:42 PM,3213.57,3518.29,0.06,0.02,0.14,0.02,
5/31/2018,3:41:43 PM,3317.28,3836.26,0.06,0.03,0.05,0.04,
5/31/2018,3:41:44 PM,3385.46,3884.09,0.04,0.02,0.06,0.04,
5/31/2018,3:41:45 PM,3534.91,3501.12,0.03,0.03,0.09,0.03,
5/31/2018,3:41:46 PM,3207.80,3655.01,0.05,0.03,0.11,0.03,
5/31/2018,3:41:47 PM,3694.18,3638.24,0.03,0.04,0.10,0.02,
5/31/2018,3:41:48 PM,3345.90,3498.67,0.06,0.03,0.17,0.02,
5/31/2018,3:41:49 PM,3833.36,3649.11,0.02,0.03,0.09,0.03,
5/31/2018,3:41:50 PM,3396.08,3616.83,0.07,0.03,0.11,0.03,
5/31/2018,3:41:51 PM,3359.05,3944.97,0.06,0.03,0.05,0.04,
5/31/2018,3:41:52 PM,3461.26,3596.72,0.06,0.03,0.09,0.03,
5/31/2018,3:41:53 PM,3238.28,3820.26,0.04,0.02,0.12,0.03,
5/31/2018,3:41:54 PM,3631.92,3642.35,0.03,0.03,0.10,0.03,
5/31/2018,3:41:55 PM,3207.34,3997.02,0.08,0.02,0.03,0.04,
5/31/2018,3:41:56 PM,3356.75,3504.23,0.08,0.02,0.12,0.02,
5/31/2018,3:41:57 PM,3327.77,3669.55,0.06,0.02,0.11,0.02,
5/31/2018,3:41:58 PM,3509.44,3566.13,0.05,0.03,0.11,0.03,
5/31/2018,3:41:59 PM,3205.73,3966.24,0.04,0.03,0.04,0.04,
5/31/2018,3:42:00 PM,3367.43,3357.01,0.05,0.02,0.06,0.02,
5/31/2018,3:42:01 PM,3103.11,3897.47,0.05,0.02,0.06,0.04,
5/31/2018,3:42:02 PM,3529.19,4053.95,0.03,0.03,0.03,0.03,
5/31/2018,3:42:03 PM,3792.77,3826.39,0.02,0.03,0.05,0.04,
5/31/2018,3:42:04 PM,3609.47,3755.41,0.04,0.03,0.06,0.03,
5/31/2018,3:42:05 PM,3706.01,3708.62,0.03,0.04,0.09,0.03,
5/31/2018,3:42:07 PM,3421.44,3814.23,0.04,0.03,0.06,0.04,
5/31/2018,3:42:08 PM,3182.53,3900.20,0.04,0.03,0.04,0.03,
5/31/2018,3:42:09 PM,3195.42,3440.06,0.08,0.02,0.26,0.02,
5/31/2018,3:42:10 PM,3412.48,3591.04,0.05,0.02,0.22,0.02,
5/31/2018,3:42:11 PM,3265.66,3680.65,0.09,0.03,0.09,0.03,
5/31/2018,3:42:12 PM,3791.17,3491.19,0.03,0.03,0.05,0.02,
5/31/2018,3:42:13 PM,3685.85,3792.55,0.03,0.04,0.04,0.03,
5/31/2018,3:42:14 PM,3501.03,3699.87,0.04,0.03,0.07,0.04,
5/31/2018,3:42:15 PM,3646.79,3684.82,0.04,0.03,0.10,0.03,
5/31/2018,3:42:16 PM,3289.59,3792.47,0.05,0.03,0.07,0.03,
5/31/2018,3:42:17 PM,3243.44,3944.87,0.04,0.03,0.03,0.03,
5/31/2018,3:42:18 PM,3257.49,3710.05,0.06,0.02,0.04,0.03,
5/31/2018,3:42:19 PM,3647.33,3942.56,0.03,0.03,0.03,0.04,
5/31/2018,3:42:20 PM,3472.24,3698.02,0.04,0.03,0.06,0.02,
5/31/2018,3:42:21 PM,3565.37,3499.83,0.04,0.03,0.09,0.02,
5/31/2018,3:42:22 PM,3537.36,4037.09,0.05,0.03,0.03,0.04,
5/31/2018,3:42:23 PM,3605.16,3554.53,0.04,0.03,0.20,0.03,
5/31/2018,3:42:24 PM,3253.54,3892.69,0.06,0.02,0.04,0.04,
5/31/2018,3:42:25 PM,3227.61,3396.14,0.07,0.02,0.17,0.02,
5/31/2018,3:42:26 PM,3607.51,3526.71,0.04,0.03,0.22,0.02,
5/31/2018,3:42:27 PM,3444.52,3478.65,0.05,0.02,0.08,0.02,
5/31/2018,3:42:28 PM,3236.33,3824.86,0.06,0.03,0.06,0.03,
5/31/2018,3:42:29 PM,3647.45,3742.92,0.03,0.03,0.06,0.03,
5/31/2018,3:42:30 PM,3537.91,3866.06,0.05,0.03,0.05,0.03,
5/31/2018,3:42:31 PM,3499.43,4300.63,0.05,0.03,0.03,0.06,
5/31/2018,3:42:32 PM,3357.40,3588.81,0.03,0.03,0.07,0.03,
5/31/2018,3:42:33 PM,3288.14,3972.53,0.08,0.02,0.03,0.04,
5/31/2018,3:42:34 PM,3487.22,3757.66,0.04,0.03,0.10,0.03,
5/31/2018,3:42:35 PM,3653.18,3503.66,0.03,0.03,0.18,0.02,
5/31/2018,3:42:36 PM,3269.51,3864.12,0.13,0.02,0.03,0.04,
5/31/2018,3:42:37 PM,3652.52,3791.96,0.03,0.03,0.08,0.03,
5/31/2018,3:42:38 PM,3321.74,3279.71,0.06,0.03,0.10,0.02,
5/31/2018,3:42:39 PM,3311.51,3610.18,0.09,0.02,0.10,0.02,
5/31/2018,3:42:40 PM,3780.64,3812.85,0.02,0.03,0.05,0.03,
5/31/2018,3:42:41 PM,3464.76,3918.42,0.03,0.02,0.04,0.04,
5/31/2018,3:42:42 PM,3097.83,3633.01,0.11,0.02,0.13,0.03,
5/31/2018,3:42:43 PM,3172.29,3676.44,0.08,0.03,0.05,0.03,
5/31/2018,3:42:44 PM,3314.50,3686.71,0.06,0.02,0.07,0.03,
5/31/2018,3:42:45 PM,3364.45,3309.83,0.05,0.03,0.12,0.01,
5/31/2018,3:42:46 PM,3638.38,3871.91,0.03,0.03,0.08,0.03,
5/31/2018,3:42:47 PM,3059.92,3575.21,0.05,0.02,0.13,0.02,
5/31/2018,3:42:48 PM,3228.63,3512.60,0.07,0.02,0.09,0.02,
5/31/2018,3:42:49 PM,3524.37,3490.28,0.04,0.03,0.22,0.02,
5/31/2018,3:42:50 PM,3321.98,3559.73,0.08,0.02,0.10,0.02,
5/31/2018,3:42:51 PM,3585.59,3519.15,0.03,0.04,0.19,0.02,
5/31/2018,3:42:52 PM,3604.47,3516.56,0.03,0.04,0.10,0.02,
5/31/2018,3:42:53 PM,3403.07,3722.16,0.05,0.03,0.08,0.03,
5/31/2018,3:42:54 PM,3244.51,3619.17,0.06,0.02,0.11,0.02,
5/31/2018,3:42:55 PM,3059.01,3473.00,0.10,0.02,0.12,0.02,
5/31/2018,3:42:56 PM,3377.71,3934.46,0.04,0.03,0.03,0.04,
5/31/2018,3:42:57 PM,3420.69,3692.09,0.06,0.03,0.06,0.03,
5/31/2018,3:42:58 PM,3372.96,3932.80,0.05,0.03,0.04,0.03,
5/31/2018,3:42:59 PM,3573.31,3561.31,0.04,0.04,0.22,0.02,
5/31/2018,3:43:00 PM,3551.41,3737.28,0.05,0.04,0.05,0.03,
5/31/2018,3:43:01 PM,3119.09,3830.13,0.08,0.02,0.05,0.03,
5/31/2018,3:43:02 PM,3458.23,3623.74,0.04,0.03,0.14,0.03,
5/31/2018,3:43:03 PM,3465.56,3374.43,0.04,0.02,0.10,0.02,
5/31/2018,3:43:04 PM,3333.26,3351.07,0.06,0.02,0.13,0.03,
5/31/2018,3:43:05 PM,3263.54,3475.64,0.08,0.02,0.08,0.03,
5/31/2018,3:43:06 PM,3728.59,3645.25,0.03,0.03,0.08,0.03,
5/31/2018,3:43:07 PM,3153.63,3875.87,0.06,0.02,0.05,0.04,
5/31/2018,3:43:08 PM,3640.89,3565.44,0.04,0.04,0.10,0.02,
5/31/2018,3:43:09 PM,3538.51,3596.28,0.04,0.02,0.23,0.03,
5/31/2018,3:43:10 PM,3311.14,4040.53,0.06,0.02,0.03,0.04,
5/31/2018,3:43:11 PM,3553.14,3830.29,0.03,0.02,0.06,0.03,
5/31/2018,3:43:12 PM,3369.57,3656.55,0.04,0.03,0.05,0.03,
5/31/2018,3:43:13 PM,3399.19,3612.91,0.04,0.02,0.11,0.03,
5/31/2018,3:43:14 PM,3401.01,3965.84,0.04,0.02,0.04,0.04,
5/31/2018,3:43:15 PM,3188.13,3533.37,0.07,0.02,0.21,0.02,
5/31/2018,3:43:16 PM,3878.65,3345.43,0.02,0.04,0.15,0.03,
5/31/2018,3:43:17 PM,3458.56,3947.84,0.05,0.03,0.04,0.04,
5/31/2018,3:43:18 PM,3713.63,3770.07,0.03,0.03,0.06,0.04,
5/31/2018,3:43:19 PM,3695.26,3632.81,0.03,0.03,0.18,0.03,
5/31/2018,3:43:20 PM,3141.19,3507.29,0.08,0.03,0.13,0.02,
5/31/2018,3:43:21 PM,3572.87,3812.16,0.04,0.03,0.09,0.04,
5/31/2018,3:43:22 PM,3494.93,3363.05,0.02,0.03,0.15,0.02,
5/31/2018,3:43:23 PM,3392.57,3792.41,0.03,0.02,0.05,0.03,
5/31/2018,3:43:24 PM,3017.75,3922.35,0.25,0.02,0.05,0.04,
5/31/2018,3:43:25 PM,3413.52,3472.88,0.09,0.03,0.05,0.03,
5/31/2018,3:43:26 PM,3683.53,3696.84,0.03,0.03,0.11,0.02,
5/31/2018,3:43:27 PM,3708.10,3425.28,0.04,0.04,0.22,0.02,
5/31/2018,3:43:28 PM,3181.59,4015.37,0.05,0.03,0.03,0.04,
5/31/2018,3:43:29 PM,3410.14,3519.20,0.06,0.03,0.27,0.03,
5/31/2018,3:43:30 PM,3625.60,4072.85,0.03,0.04,0.03,0.04,
5/31/2018,3:43:31 PM,3412.03,3344.51,0.05,0.03,0.16,0.02,
5/31/2018,3:43:32 PM,3497.64,3419.64,0.04,0.02,0.17,0.02,
5/31/2018,3:43:33 PM,3284.64,3925.25,0.04,0.02,0.05,0.03,
5/31/2018,3:43:34 PM,3183.38,3793.01,0.09,0.01,0.05,0.03,
5/31/2018,3:43:35 PM,3538.90,3656.26,0.04,0.04,0.06,0.03,
5/31/2018,3:43:36 PM,3470.64,3969.79,0.05,0.03,0.07,0.04,
5/31/2018,3:43:37 PM,3724.38,3896.23,0.03,0.04,0.05,0.03,
5/31/2018,3:43:38 PM,3470.27,3285.31,0.07,0.03,0.06,0.02,
5/31/2018,3:43:39 PM,3247.61,3334.83,0.07,0.02,0.09,0.02,
5/31/2018,3:43:40 PM,3128.57,4020.60,0.13,0.02,0.04,0.04,
5/31/2018,3:43:41 PM,3334.74,3354.02,0.05,0.03,0.10,0.02,
5/31/2018,3:43:42 PM,3171.10,3822.40,0.09,0.02,0.07,0.03,
5/31/2018,3:43:43 PM,3208.98,3925.33,0.04,0.03,0.04,0.03,
5/31/2018,3:43:44 PM,3278.47,3933.88,0.10,0.02,0.04,0.03,
5/31/2018,3:43:45 PM,3492.03,3751.89,0.04,0.03,0.08,0.03,
5/31/2018,3:43:46 PM,3895.20,3567.91,0.02,0.02,0.09,0.02,
5/31/2018,3:43:47 PM,3200.61,3827.93,0.10,0.02,0.09,0.04,
5/31/2018,3:43:48 PM,3547.45,3725.65,0.05,0.03,0.07,0.03,
5/31/2018,3:43:49 PM,3402.76,3942.17,0.05,0.03,0.04,0.04,
5/31/2018,3:43:50 PM,3438.77,3935.51,0.05,0.04,0.04,0.04,
5/31/2018,3:43:51 PM,3563.68,3845.92,0.03,0.03,0.06,0.03,
5/31/2018,3:43:52 PM,3364.53,3616.82,0.04,0.02,0.33,0.03,
5/31/2018,3:43:53 PM,3505.41,3921.37,0.03,0.04,0.05,0.04,
5/31/2018,3:43:54 PM,3282.53,4310.92,0.10,0.02,0.03,0.06,
5/31/2018,3:43:55 PM,3592.24,3416.93,0.04,0.03,0.06,0.02,
5/31/2018,3:43:56 PM,3368.51,3439.73,0.07,0.02,0.45,0.02,
5/31/2018,3:43:57 PM,3248.79,3669.88,0.05,0.03,0.09,0.03,
5/31/2018,3:43:58 PM,3493.67,3758.15,0.04,0.02,0.08,0.03,
5/31/2018,3:43:59 PM,3795.51,3738.98,0.02,0.04,0.05,0.03,
5/31/2018,3:44:00 PM,3410.62,3821.37,0.04,0.03,0.06,0.04,
5/31/2018,3:44:01 PM,3061.08,3745.65,0.09,0.01,0.11,0.03,
5/31/2018,3:44:02 PM,3616.09,3657.30,0.03,0.03,0.15,0.02,
5/31/2018,3:44:03 PM,3496.76,3994.72,0.04,0.03,0.03,0.04,
5/31/2018,3:44:05 PM,3743.87,3711.03,0.04,0.04,0.08,0.03,
5/31/2018,3:44:06 PM,3573.95,3661.05,0.04,0.02,0.12,0.02,
5/31/2018,3:44:07 PM,3581.19,3635.95,0.04,0.03,0.05,0.03,
5/31/2018,3:44:08 PM,3422.22,3896.27,0.04,0.02,0.03,0.04,
5/31/2018,3:44:09 PM,3753.09,3680.02,0.02,0.05,0.13,0.03,
5/31/2018,3:44:10 PM,3575.95,4280.19,0.04,0.03,0.02,0.04,
5/31/2018,3:44:11 PM,3404.40,3429.35,0.06,0.02,0.08,0.02,
5/31/2018,3:44:12 PM,3699.61,3554.24,0.03,0.03,0.10,0.03,
5/31/2018,3:44:13 PM,3269.86,3941.76,0.05,0.02,0.04,0.04,
5/31/2018,3:44:14 PM,3440.17,3322.26,0.04,0.02,0.11,0.02,
5/31/2018,3:44:15 PM,3322.72,3371.22,0.04,0.03,0.13,0.02,
5/31/2018,3:44:16 PM,3575.60,3918.11,0.04,0.04,0.03,0.04,
5/31/2018,3:44:17 PM,3316.53,3432.36,0.05,0.02,0.11,0.02,
5/31/2018,3:44:18 PM,3404.94,3560.27,0.06,0.03,0.14,0.03,
5/31/2018,3:44:19 PM,2921.58,3571.95,0.06,0.03,0.21,0.02,
5/31/2018,3:44:20 PM,3611.24,3870.30,0.03,0.02,0.05,0.04,
5/31/2018,3:44:21 PM,3717.53,3272.98,0.03,0.04,0.06,0.03,
5/31/2018,3:44:22 PM,3715.21,3848.01,0.03,0.04,0.04,0.04,
5/31/2018,3:44:23 PM,3487.22,3415.95,0.06,0.03,0.07,0.03,
5/31/2018,3:44:24 PM,3680.55,3527.88,0.04,0.03,0.26,0.02,
5/31/2018,3:44:25 PM,3614.24,3775.33,0.04,0.03,0.05,0.03,
5/31/2018,3:44:26 PM,3510.61,3683.20,0.03,0.02,0.06,0.02,
5/31/2018,3:44:27 PM,3561.41,3662.73,0.03,0.03,0.04,0.03,
5/31/2018,3:44:28 PM,3611.56,3486.39,0.03,0.04,0.18,0.02,
5/31/2018,3:44:29 PM,3559.26,3609.29,0.06,0.03,0.12,0.03,
5/31/2018,3:44:30 PM,3047.86,3626.82,0.04,0.03,0.11,0.02,
5/31/2018,3:44:31 PM,3756.08,3370.78,0.02,0.04,0.18,0.02,
5/31/2018,3:44:32 PM,3482.82,3668.66,0.05,0.03,0.08,0.02,
5/31/2018,3:44:33 PM,3597.70,3807.88,0.04,0.04,0.04,0.04,
5/31/2018,3:44:34 PM,3633.58,3242.53,0.04,0.04,0.06,0.03,
5/31/2018,3:44:35 PM,3751.46,3713.02,0.02,0.03,0.10,0.03,
5/31/2018,3:44:36 PM,3256.21,4153.54,0.06,0.02,0.03,0.04,
5/31/2018,3:44:37 PM,3498.48,3393.24,0.05,0.03,0.19,0.02,
5/31/2018,3:44:38 PM,3832.18,3662.07,0.02,0.03,0.10,0.03,
5/31/2018,3:44:39 PM,3543.99,3575.03,0.03,0.03,0.07,0.03,
5/31/2018,3:44:40 PM,3583.26,3753.38,0.04,0.02,0.10,0.03,
5/31/2018,3:44:41 PM,3795.13,3609.73,0.02,0.04,0.10,0.02,
5/31/2018,3:44:42 PM,3373.50,3979.07,0.06,0.02,0.04,0.04,
5/31/2018,3:44:43 PM,3730.49,3473.05,0.03,0.04,0.21,0.02,
5/31/2018,3:44:44 PM,3235.41,3795.08,0.03,0.03,0.06,0.04,
5/31/2018,3:44:45 PM,3667.83,3814.08,0.03,0.03,0.06,0.03,
5/31/2018,3:44:46 PM,3461.11,3754.68,0.06,0.03,0.04,0.03,
5/31/2018,3:44:47 PM,3630.30,3599.00,0.03,0.02,0.16,0.03,
5/31/2018,3:44:48 PM,3449.61,3782.63,0.04,0.02,0.06,0.03,
5/31/2018,3:44:49 PM,3847.48,3323.15,0.02,0.04,0.07,0.02,
5/31/2018,3:44:50 PM,3266.43,3256.78,0.08,0.02,0.06,0.02,
5/31/2018,3:44:51 PM,3227.52,3660.64,0.07,0.02,0.12,0.03,
5/31/2018,3:44:52 PM,3469.58,3584.48,0.04,0.03,0.13,0.03,
5/31/2018,3:44:53 PM,3795.53,3537.28,0.02,0.03,0.07,0.02,
5/31/2018,3:44:54 PM,3642.84,3579.76,0.03,0.03,0.20,0.03,
5/31/2018,3:44:55 PM,3684.70,3856.27,0.03,0.03,0.05,0.03,
5/31/2018,3:44:56 PM,3336.30,4071.25,0.07,0.02,0.03,0.04,
5/31/2018,3:44:57 PM,3044.76,3504.98,0.17,0.02,0.15,0.03,
5/31/2018,3:44:58 PM,3256.72,3804.01,0.08,0.02,0.07,0.03,
5/31/2018,3:44:59 PM,3128.99,3466.12,0.05,0.03,0.18,0.02,
5/31/2018,3:45:00 PM,3583.97,3613.62,0.03,0.03,0.13,0.02,
5/31/2018,3:45:01 PM,3634.22,3873.19,0.04,0.03,0.05,0.03,
5/31/2018,3:45:02 PM,3569.89,4409.55,0.03,0.02,0.02,0.05,
5/31/2018,3:45:03 PM,3543.03,4049.18,0.06,0.03,0.04,0.04,
5/31/2018,3:45:04 PM,3336.45,3681.16,0.04,0.02,0.07,0.03,
5/31/2018,3:45:05 PM,3189.93,3513.00,0.07,0.02,0.13,0.03,
5/31/2018,3:45:06 PM,3607.92,3814.09,0.04,0.02,0.05,0.04,
5/31/2018,3:45:07 PM,3463.68,3831.44,0.06,0.02,0.06,0.03,
5/31/2018,3:45:08 PM,3448.90,3694.77,0.04,0.03,0.09,0.03,
5/31/2018,3:45:09 PM,3480.69,3811.74,0.05,0.03,0.04,0.04,
5/31/2018,3:45:10 PM,3848.22,3837.18,0.02,0.04,0.05,0.04,
5/31/2018,3:45:11 PM,3493.40,3979.29,0.04,0.03,0.05,0.04,
5/31/2018,3:45:12 PM,3772.41,3391.96,0.02,0.04,0.09,0.02,
5/31/2018,3:45:13 PM,3157.40,4113.03,0.12,0.02,0.03,0.05,
5/31/2018,3:45:14 PM,3434.01,4251.92,0.05,0.02,0.03,0.05,
5/31/2018,3:45:15 PM,3379.10,3878.85,0.03,0.02,0.04,0.04,
5/31/2018,3:45:16 PM,3259.80,3900.66,0.02,0.04,0.05,0.03,
5/31/2018,3:45:17 PM,3575.37,3712.37,0.03,0.03,0.12,0.03,
5/31/2018,3:45:18 PM,3512.28,3652.89,0.05,0.03,0.04,0.04,
5/31/2018,3:45:19 PM,3271.73,3770.48,0.09,0.02,0.06,0.02,
5/31/2018,3:45:20 PM,3048.91,3663.86,0.04,0.03,0.10,0.03,
5/31/2018,3:45:21 PM,3547.20,3813.53,0.03,0.03,0.09,0.03,
5/31/2018,3:45:22 PM,3435.90,3901.13,0.04,0.02,0.04,0.04,
5/31/2018,3:45:23 PM,3133.63,3744.00,0.09,0.02,0.15,0.03,
5/31/2018,3:45:24 PM,3438.19,4144.78,0.05,0.03,0.04,0.04,
5/31/2018,3:45:25 PM,3303.48,3408.85,0.10,0.02,0.11,0.03,
5/31/2018,3:45:26 PM,3262.18,3628.87,0.05,0.03,0.11,0.02,
5/31/2018,3:45:27 PM,3413.28,3783.13,0.04,0.02,0.08,0.03,
5/31/2018,3:45:28 PM,3790.66,3858.07,0.03,0.05,0.07,0.04,
