

Date,Time,ROI 1 4Sigma Width A1 [µm],ROI 1 4Sigma Width A2 [µm],ROI 1 Centroid Position A1 [µm],ROI 1 Centroid Position A2 [µm],ROI 1 Goodness of Gaussian fit A1,ROI 1 Roughness of Gaussian fit A1,ROI 1 Goodness of Gaussian fit A2,ROI 1 Roughness of Gaussian fit A2,
5/31/2018,6:09:23 PM,3140.34,3530.06,4940.41,5076.79,0.01,0.02,0.01,0.02,
5/31/2018,6:09:24 PM,3185.15,3499.96,4949.40,5088.49,0.01,0.02,0.02,0.02,
5/31/2018,6:09:26 PM,3269.39,3484.43,4944.36,5079.57,0.01,0.02,0.01,0.02,
5/31/2018,6:09:27 PM,3200.47,3515.55,4946.83,5073.16,0.01,0.02,0.01,0.02,
5/31/2018,6:09:28 PM,3213.35,3472.43,4951.11,5080.70,0.01,0.02,0.01,0.02,
5/31/2018,6:09:29 PM,3242.86,3498.17,4937.90,5066.55,0.01,0.02,0.01,0.02,
5/31/2018,6:09:30 PM,3136.18,3426.40,4943.90,5094.64,0.01,0.02,0.02,0.02,
5/31/2018,6:09:31 PM,3307.39,3458.72,4937.77,5085.92,0.01,0.03,0.02,0.02,
5/31/2018,6:09:32 PM,3207.00,3364.11,4945.07,5094.27,0.01,0.02,0.05,0.02,
5/31/2018,6:09:33 PM,3298.60,3466.19,4937.54,5092.93,0.01,0.02,0.01,0.02,
5/31/2018,6:09:34 PM,3229.12,3480.72,4953.90,5085.78,0.01,0.02,0.01,0.02,
5/31/2018,6:09:35 PM,3305.24,3616.10,4936.70,5084.18,0.01,0.02,0.01,0.02,
5/31/2018,6:09:36 PM,3233.17,3476.90,4927.06,5099.22,0.01,0.02,0.02,0.02,
5/31/2018,6:09:38 PM,3209.82,3454.03,4940.14,5107.40,0.01,0.02,0.02,0.01,
5/31/2018,6:09:39 PM,3263.07,3440.09,4934.77,5089.06,0.01,0.02,0.02,0.01,
5/31/2018,6:09:40 PM,3304.64,3436.05,4947.48,5093.53,0.01,0.02,0.03,0.02,
5/31/2018,6:09:41 PM,3227.94,3416.23,4949.39,5088.59,0.01,0.02,0.02,0.01,
5/31/2018,6:09:42 PM,3272.55,3529.75,4947.12,5078.84,0.01,0.03,0.01,0.02,
5/31/2018,6:09:43 PM,3149.42,3433.08,4931.86,5088.84,0.01,0.02,0.02,0.02,
5/31/2018,6:09:44 PM,3267.98,3571.73,4923.18,5093.55,0.01,0.02,0.01,0.02,
5/31/2018,6:09:45 PM,3160.94,3527.55,4926.37,5085.95,0.01,0.02,0.01,0.02,
5/31/2018,6:09:46 PM,3264.53,3396.96,4953.94,5091.05,0.01,0.03,0.02,0.01,
5/31/2018,6:09:47 PM,3243.05,3560.28,4950.02,5078.64,0.01,0.03,0.01,0.02,
5/31/2018,6:09:49 PM,3309.97,3413.89,4950.54,5097.03,0.01,0.02,0.04,0.01,
5/31/2018,6:09:50 PM,3267.71,3350.43,4966.26,5088.00,0.01,0.02,0.16,0.01,
5/31/2018,6:09:51 PM,3235.68,3482.29,4939.30,5092.55,0.01,0.02,0.01,0.02,
5/31/2018,6:09:52 PM,3241.60,3475.54,4960.11,5088.26,0.01,0.02,0.02,0.02,
5/31/2018,6:09:53 PM,3150.99,3546.40,4951.22,5078.69,0.01,0.03,0.01,0.02,
5/31/2018,6:09:54 PM,3218.26,3443.85,4949.71,5103.19,0.01,0.02,0.01,0.02,
5/31/2018,6:09:56 PM,3149.23,3558.26,4957.19,5105.37,0.01,0.02,0.01,0.02,
5/31/2018,6:09:57 PM,3112.62,3475.38,4967.78,5098.88,0.01,0.02,0.02,0.02,
5/31/2018,6:09:58 PM,3174.16,3501.48,4960.92,5111.69,0.01,0.02,0.02,0.02,
5/31/2018,6:09:59 PM,3215.38,3450.85,4969.36,5111.50,0.01,0.03,0.02,0.02,
5/31/2018,6:10:00 PM,3166.39,3431.37,4951.93,5097.27,0.01,0.02,0.02,0.02,
5/31/2018,6:10:01 PM,3324.30,3457.56,4966.09,5100.85,0.01,0.02,0.02,0.02,
5/31/2018,6:10:02 PM,3254.99,3493.79,4959.04,5084.14,0.01,0.02,0.02,0.02,
5/31/2018,6:10:03 PM,3253.53,3422.47,4954.57,5096.32,0.01,0.02,0.02,0.02,
5/31/2018,6:10:05 PM,3249.52,3545.16,4949.58,5078.77,0.01,0.02,0.01,0.02,
5/31/2018,6:10:06 PM,3239.38,3529.45,4954.14,5074.79,0.01,0.02,0.01,0.02,
5/31/2018,6:10:07 PM,3160.38,3519.26,4949.47,5084.03,0.01,0.02,0.01,0.02,
5/31/2018,6:10:08 PM,3210.75,3570.99,4973.96,5072.83,0.01,0.02,0.01,0.02,
5/31/2018,6:10:09 PM,3324.15,3579.22,4962.77,5070.48,0.01,0.03,0.01,0.02,
5/31/2018,6:10:11 PM,3288.19,3507.72,4952.00,5085.81,0.01,0.02,0.02,0.02,
5/31/2018,6:10:12 PM,3163.58,3503.43,4955.98,5086.44,0.01,0.02,0.01,0.02,
5/31/2018,6:10:13 PM,3303.19,3435.93,4952.90,5086.62,0.01,0.02,0.02,0.01,
5/31/2018,6:10:14 PM,3206.83,3556.26,4944.90,5105.24,0.01,0.02,0.01,0.02,
5/31/2018,6:10:15 PM,3113.98,3532.25,4945.78,5095.37,0.01,0.02,0.01,0.02,
5/31/2018,6:10:16 PM,3252.86,3506.32,4937.55,5103.46,0.01,0.02,0.01,0.02,
5/31/2018,6:10:17 PM,3271.60,3427.16,4949.23,5105.61,0.01,0.02,0.03,0.01,
5/31/2018,6:10:18 PM,3265.21,3393.74,4967.71,5077.16,0.01,0.02,0.04,0.02,
5/31/2018,6:10:20 PM,3380.70,3471.82,4954.65,5078.94,0.01,0.03,0.02,0.01,
5/31/2018,6:10:21 PM,3196.73,3403.41,4943.16,5095.72,0.01,0.02,0.02,0.01,
5/31/2018,6:10:22 PM,3223.34,3447.89,4940.85,5090.77,0.01,0.02,0.02,0.02,
5/31/2018,6:10:23 PM,3224.00,3414.16,4945.32,5073.66,0.01,0.02,0.03,0.02,
5/31/2018,6:10:24 PM,3166.93,3501.90,4943.35,5096.89,0.01,0.02,0.02,0.02,
5/31/2018,6:10:25 PM,3304.77,3469.37,4960.78,5099.15,0.01,0.03,0.02,0.01,
5/31/2018,6:10:26 PM,3147.31,3447.02,4941.26,5092.89,0.01,0.02,0.02,0.01,
5/31/2018,6:10:27 PM,3265.23,3493.80,4951.36,5086.95,0.01,0.02,0.01,0.02,
5/31/2018,6:10:29 PM,3335.50,3449.70,4946.61,5085.13,0.01,0.02,0.02,0.02,
5/31/2018,6:10:30 PM,3250.06,3469.77,4961.04,5083.99,0.01,0.02,0.02,0.02,
5/31/2018,6:10:31 PM,3272.93,3474.88,4964.30,5080.99,0.01,0.02,0.02,0.02,
5/31/2018,6:10:32 PM,3310.46,3486.59,4941.81,5080.50,0.01,0.03,0.02,0.02,
5/31/2018,6:10:33 PM,3283.28,3485.79,4947.10,5077.17,0.01,0.02,0.01,0.02,
5/31/2018,6:10:34 PM,3243.05,3433.70,4935.24,5099.19,0.01,0.02,0.03,0.02,
5/31/2018,6:10:35 PM,3171.76,3418.93,4959.09,5099.27,0.01,0.02,0.03,0.02,
5/31/2018,6:10:36 PM,3278.25,3531.08,4959.66,5064.84,0.01,0.03,0.01,0.02,
5/31/2018,6:10:38 PM,3187.52,3441.07,4949.32,5079.43,0.01,0.02,0.02,0.02,
5/31/2018,6:10:39 PM,3340.15,3400.54,4949.31,5102.02,0.01,0.03,0.04,0.02,
5/31/2018,6:10:40 PM,3270.29,3562.56,4948.57,5078.87,0.01,0.03,0.01,0.02,
5/31/2018,6:10:41 PM,3274.23,3483.49,4955.04,5092.58,0.01,0.02,0.02,0.02,
5/31/2018,6:10:42 PM,3325.10,3440.74,4962.28,5116.72,0.01,0.03,0.02,0.02,
5/31/2018,6:10:43 PM,3240.00,3431.65,4948.55,5080.22,0.01,0.02,0.02,0.01,
5/31/2018,6:10:44 PM,3180.70,3461.90,4951.33,5077.26,0.01,0.02,0.02,0.01,
5/31/2018,6:10:45 PM,3294.21,3425.31,4938.73,5084.36,0.01,0.02,0.03,0.02,
5/31/2018,6:10:46 PM,3295.04,3549.72,4931.21,5080.17,0.01,0.02,0.01,0.02,
5/31/2018,6:10:48 PM,3277.46,3451.13,4955.81,5101.78,0.01,0.02,0.01,0.01,
5/31/2018,6:10:49 PM,3251.97,3536.86,4950.85,5081.78,0.01,0.02,0.01,0.02,
5/31/2018,6:10:50 PM,3290.72,3337.21,4943.10,5087.83,0.01,0.02,0.10,0.01,
5/31/2018,6:10:51 PM,3243.72,3392.73,4959.31,5100.48,0.01,0.02,0.02,0.01,
5/31/2018,6:10:52 PM,3217.04,3476.36,4958.70,5092.09,0.01,0.02,0.02,0.01,
5/31/2018,6:10:53 PM,3157.38,3489.05,4971.62,5097.44,0.01,0.02,0.02,0.02,
5/31/2018,6:10:54 PM,3232.67,3354.32,4949.82,5092.64,0.01,0.02,0.03,0.02,
5/31/2018,6:10:55 PM,3216.82,3531.31,4955.58,5077.05,0.01,0.02,0.01,0.02,
5/31/2018,6:10:56 PM,3214.85,3544.09,4936.08,5074.09,0.01,0.02,0.01,0.02,
5/31/2018,6:10:57 PM,3298.71,3483.99,4946.90,5073.57,0.01,0.02,0.01,0.02,
5/31/2018,6:10:59 PM,3175.97,3459.26,4942.09,5065.45,0.01,0.02,0.02,0.01,
5/31/2018,6:11:00 PM,3200.28,3551.19,4952.11,5073.12,0.01,0.02,0.01,0.02,
5/31/2018,6:11:01 PM,3292.57,3429.19,4964.64,5076.80,0.01,0.02,0.03,0.02,
5/31/2018,6:11:02 PM,3200.92,3508.70,4958.36,5101.29,0.01,0.02,0.01,0.02,
5/31/2018,6:11:03 PM,3300.03,3473.27,4965.00,5091.83,0.01,0.02,0.02,0.02,
5/31/2018,6:11:04 PM,3200.88,3478.82,4963.45,5071.91,0.01,0.03,0.02,0.02,
5/31/2018,6:11:05 PM,3142.87,3499.81,4962.68,5080.12,0.01,0.03,0.02,0.02,
5/31/2018,6:11:06 PM,3192.32,3468.72,4971.85,5068.81,0.01,0.02,0.02,0.02,
5/31/2018,6:11:08 PM,3215.88,3452.25,4957.42,5074.10,0.01,0.02,0.02,0.01,
5/31/2018,6:11:09 PM,3430.50,3445.35,4967.09,5067.17,0.00,0.03,0.01,0.02,
5/31/2018,6:11:10 PM,3316.05,3471.66,4959.56,5046.94,0.01,0.02,0.01,0.02,
5/31/2018,6:11:11 PM,3135.98,3428.42,4938.39,5069.20,0.01,0.02,0.02,0.02,
5/31/2018,6:11:12 PM,3218.74,3454.43,4945.56,5090.20,0.01,0.02,0.02,0.02,
5/31/2018,6:11:13 PM,3261.43,3505.34,4965.04,5078.87,0.01,0.03,0.01,0.02,
5/31/2018,6:11:14 PM,3292.28,3504.17,4941.83,5084.93,0.01,0.02,0.02,0.02,
5/31/2018,6:11:15 PM,3289.50,3439.94,4966.07,5076.49,0.01,0.02,0.02,0.02,
5/31/2018,6:11:17 PM,3165.53,3530.75,4957.61,5076.86,0.01,0.02,0.01,0.02,
