1.5561950205,4.30E-046,5.90E-042,6.58E-042,1.24E-049,1.15E-031,2.85E-038,1.15E-031
1.5609816554,4.28E-046,5.82E-042,6.50E-042,1.24E-049,1.13E-031,2.82E-038,1.13E-031
1.5657830132,4.27E-046,5.75E-042,6.42E-042,1.24E-049,1.10E-031,2.80E-038,1.10E-031
1.5705991393,4.26E-046,5.68E-042,6.34E-042,1.24E-049,1.08E-031,2.78E-038,1.08E-031
1.5754300791,4.24E-046,5.61E-042,6.26E-042,1.24E-049,1.05E-031,2.76E-038,1.05E-031
1.5802758783,4.23E-046,5.54E-042,6.19E-042,1.24E-049,1.03E-031,2.74E-038,1.03E-031
1.5851365824,4.22E-046,5.47E-042,6.11E-042,1.24E-049,1.01E-031,2.73E-038,1.01E-031
1.5900122373,4.20E-046,5.41E-042,6.04E-042,1.24E-049,9.87E-032,2.71E-038,9.87E-032
1.5949028891,4.19E-046,5.34E-042,5.96E-042,1.24E-049,9.65E-032,2.70E-038,9.65E-032
1.5998085838,4.18E-046,5.27E-042,5.89E-042,1.24E-049,9.44E-032,2.69E-038,9.44E-032
1.6047293677,4.16E-046,5.21E-042,5.82E-042,1.24E-049,9.24E-032,2.68E-038,9.24E-032
1.6096652873,4.15E-046,5.15E-042,5.75E-042,1.24E-049,9.07E-032,2.67E-038,9.07E-032
1.6146163891,4.14E-046,5.08E-042,5.68E-042,1.24E-049,8.98E-032,2.66E-038,8.98E-032
1.6195827197,4.12E-046,5.02E-042,5.61E-042,1.24E-049,8.93E-032,2.66E-038,8.93E-032
1.6245643261,4.11E-046,4.96E-042,5.54E-042,1.24E-049,9.03E-032,2.66E-038,9.03E-032
1.6295612552,4.10E-046,4.90E-042,5.47E-042,1.24E-049,9.22E-032,2.66E-038,9.22E-032
1.6345735541,4.09E-046,4.84E-042,5.40E-042,1.24E-049,9.35E-032,2.66E-038,9.35E-032
1.6396012702,4.07E-046,4.78E-042,5.34E-042,1.24E-049,9.43E-032,2.66E-038,9.43E-032
1.6446444507,4.06E-046,4.72E-042,5.27E-042,1.24E-049,9.37E-032,2.66E-038,9.37E-032
1.6497031434,4.05E-046,4.66E-042,5.21E-042,1.24E-049,9.26E-032,2.67E-038,9.26E-032
1.654777396,4.03E-046,4.60E-042,5.14E-042,1.24E-049,9.13E-032,2.68E-038,9.13E-032
1.6598672562,4.02E-046,4.55E-042,5.08E-042,1.24E-049,8.98E-032,2.69E-038,8.98E-032
1.664972772,4.01E-046,4.49E-042,5.02E-042,1.24E-049,8.85E-032,2.70E-038,8.85E-032
1.6700939918,4.00E-046,4.44E-042,4.96E-042,1.24E-049,8.72E-032,2.71E-038,8.72E-032
1.6752309636,3.98E-046,4.38E-042,4.90E-042,1.24E-049,8.61E-032,2.73E-038,8.61E-032
